transcript_id,CM_D0_R1,CM_D0_R2,CM_D18_R1,CM_D18_R2,CM_D3_R1,CM_D3_R2
ENST00000513094.5,0,0,0,0,0,0
ENST00000515615.5,0,0,0,1,0,0
ENST00000505060.1,0,0,0,0,0,0
ENST00000670957.1,0,0,0,0,3,2
ENST00000500148.6,0,2,3,0,0,3
ENST00000505295.1,0,6,0,0,0,0
ENST00000505850.1,0,0,13,6,0,0
ENST00000507402.5,0,0,0,0,0,0
ENST00000660640.1,7,16,0,0,0,0
ENST00000505107.1,2,0,0,0,0,0
ENST00000265080.9,390,369,118,73,401,82
ENST00000638442.1,67,67,6,0,0,0
ENST00000512186.1,7,4,0,0,0,0
ENST00000663674.1,8,15,22,4,14,3
ENST00000511719.5,10,0,0,0,0,0
MSTRG.32260.1,61,38,218,74,42,22
ENST00000437669.5,1,2,0,0,2,1
ENST00000254035.9,4,4,43,394,0,0
ENST00000424301.6,2,0,17,0,0,0
ENST00000515238.5,3,0,1,2,0,0
ENST00000505704.1,3,0,12,3,0,0
ENST00000512287.1,80,78,28,34,30,30
ENST00000690798.1,55,162,75,0,29,79
ENST00000660242.1,16,57,49,6,6,8
ENST00000669977.1,51,71,21,213,135,214
ENST00000656836.1,6,2,5,0,13,0
ENST00000501927.2,2,18,15,0,5,15
ENST00000510537.1,9,15,18,16,7,9
ENST00000665093.1,9,10,88,10,25,6
ENST00000505135.1,9,0,2,0,0,0
ENST00000514086.5,3,0,27,0,10,0
MSTRG.32262.1,3,6,20,5,28,1
MSTRG.32263.1,5,5,27,13,41,0
MSTRG.32264.1,32,20,102,17,132,81
ENST00000663467.1,8,7,26,4,6,20
ENST00000407610.8,174,216,14,97,86,94
ENST00000254037.6,723,578,430,392,483,1371
ENST00000506458.5,10,29,3,18,0,0
ENST00000380199.9,318,460,43,186,173,58
ENST00000438268.2,194,0,17,66,0,45
ENST00000504502.1,1,0,2,2,2,23
ENST00000505860.5,3,71,24,13,10,58
ENST00000510227.1,4,27,23,7,22,45
ENST00000506694.1,0,0,0,0,0,0
ENST00000512923.5,0,0,0,0,0,0
ENST00000505980.5,0,0,0,88,0,0
ENST00000507655.5,0,3,1,2,0,0
ENST00000509013.2,0,0,0,7,0,0
ENST00000504174.5,0,0,8,0,0,0
ENST00000512098.5,0,2,0,0,0,0
MSTRG.32268.1,62,417,2962,1976,56,248
ENST00000320672.9,774,592,150,1283,327,627
ENST00000615665.5,201,635,142,897,0,530
ENST00000509053.5,11,0,0,0,0,0
ENST00000514493.5,24,17,3,10,0,0
ENST00000504985.5,4,11,4,9,0,66
MSTRG.32268.6,7,6,212,35,11,0
ENST00000510060.5,9,9,26,20,2,4
ENST00000515395.5,3,4,2,6,0,0
ENST00000513785.5,1,2,1,4,1,2
MSTRG.32268.13,36,64,23,287,14,43
ENST00000504136.1,1,1,42,38,1,4
MSTRG.32268.15,24,17,791,187,0,15
ENST00000509743.6,1,9,1,5,7,9
ENST00000507472.5,1,2,2,0,0,1
ENST00000506960.5,3,1,92,6,1,6
ENST00000507968.1,5,7,6,4,2,10
ENST00000508912.1,1,1,4,2,1,2
MSTRG.32281.1,0,15,4,0,30,16
ENST00000504770.5,0,0,3,0,0,4
ENST00000504846.1,0,0,8,0,4,2
ENST00000508814.5,0,329,36,0,84,74
ENST00000510378.1,0,0,2,1,2,2
ENST00000651545.1,0,2990,411,861,0,1026
ENST00000510210.5,0,262,49,127,0,0
ENST00000512493.5,0,0,0,0,0,0
ENST00000510019.5,0,0,0,0,0,0
MSTRG.32277.1,0,0,109,95,79,188
ENST00000380167.8,0,5,56,11,0,12
ENST00000643922.1,0,3,2,1,0,0
ENST00000508366.5,0,36,91,52,0,40
ENST00000514672.1,0,10,0,1,0,1
MSTRG.32278.1,0,0,31,12,10,3
ENST00000502523.1,0,0,6,0,0,0
ENST00000282185.8,103,94,40,0,168,178
ENST00000355178.8,3,0,0,0,0,0
ENST00000510085.1,4,3,5,5,5,26
ENST00000458350.7,56,129,73,419,21,47
ENST00000513443.5,32,13,12,22,34,52
MSTRG.32282.1,5,3,22,0,0,24
MSTRG.32281.8,432,760,223,56,229,578
ENST00000513634.1,5,1,3,0,3,2
ENST00000396880.3,1,1,3,0,0,0
ENST00000510729.1,152,151,30,43,51,91
ENST00000582657.2,2,0,4,0,0,0
ENST00000514253.2,86,21,37,10,109,0
MSTRG.32287.1,2,1,31,0,2,2
MSTRG.32288.1,4,8,17,0,0,0
MSTRG.32290.1,5,2,9,15,8,2
ENST00000296674.13,35830,37653,10969,30735,19552,49339
ENST00000507980.1,454,1309,90,96,754,1700
ENST00000504293.5,1032,1309,493,71,2024,2117
ENST00000503605.1,5722,4449,0,0,0,0
ENST00000511844.1,88,44,86,35,113,129
MSTRG.32277.2,70,230,0,108,6,131
ENST00000512952.1,0,4,6,0,0,0
ENST00000510845.1,0,0,3,0,0,0
ENST00000509506.1,0,0,0,0,0,0
ENST00000471467.2,0,0,0,0,0,0
ENST00000689277.1,0,0,10,2,2,0
ENST00000687140.1,0,0,0,0,0,0
ENST00000693444.1,0,0,0,0,0,0
ENST00000514930.1,0,0,3,0,0,2
ENST00000636444.1,0,0,0,3,0,0
ENST00000627179.3,0,0,0,0,0,0
ENST00000701729.1,0,0,0,0,0,0
MSTRG.32269.1,4,9,0,13,0,7
ENST00000654717.2,5,23,17,5,2,16
ENST00000504916.1,0,0,0,14,0,0
MSTRG.32280.1,5,7,0,15,0,17
ENST00000508958.2,0,0,6,0,0,0
MSTRG.32293.1,0,0,0,17,0,0
ENST00000509770.1,0,1,0,0,0,0
ENST00000338635.10,0,0,0,0,0,1
ENST00000511817.1,0,0,0,0,0,0
MSTRG.32297.6,0,0,157,208,0,0
ENST00000513804.1,0,0,7,0,0,0
ENST00000607625.1,24,13,48,22,41,17
ENST00000502346.2,15241,11294,5804,10776,7720,11414
ENST00000511450.5,8,0,9,3,4,5
ENST00000511118.1,4,3,2,2,2,2
ENST00000504622.5,5,1,4,11,3,0
ENST00000503892.1,7,7,4,2,0,12
ENST00000459004.1,6,6,6,9,6,8
ENST00000282268.7,113,263,4,0,178,3
ENST00000396027.9,270,241,92,0,0,283
ENST00000542685.5,4,137,3,8,6,31
MSTRG.32298.1,2,0,19,0,0,0
ENST00000509268.1,9,9,27,140,0,19
ENST00000468914.2,2,0,1,0,0,1
ENST00000510978.5,0,0,4,2,3,3
ENST00000508307.5,0,0,1,0,0,0
ENST00000503117.1,0,0,0,0,0,0
ENST00000504713.5,0,0,0,0,0,0
ENST00000514416.5,0,0,4,2,2,0
ENST00000515590.1,0,0,0,0,0,0
ENST00000517264.1,0,0,6,0,0,0
ENST00000384017.1,0,0,0,0,0,0
ENST00000274341.9,46,24,398,2195,143,195
ENST00000492855.1,3,7,3,3,3,14
ENST00000342785.8,0,0,365,448,0,0
ENST00000512590.6,0,0,499,452,0,0
ENST00000502527.2,0,0,0,0,0,0
ENST00000513899.1,0,0,0,0,0,0
ENST00000507162.1,0,3,67,6,1,0
MSTRG.32294.1,1,9,2,5,4,16
MSTRG.32304.1,6357,6177,15889,21067,2538,6771
MSTRG.32304.2,2013,676,5916,42458,607,593
ENST00000503923.1,1,1,4,1,1,1
ENST00000343200.9,2144,385,2620,7893,295,4096
ENST00000265077.8,383,1329,18700,22740,5638,1226
ENST00000513960.5,229,566,5648,140,151,19
ENST00000513984.5,44,61,869,441,26,60
ENST00000515397.1,27,29,430,74,36,12
ENST00000512090.1,6,0,126,27,0,0
ENST00000513016.5,417,148,6463,4818,289,238
ENST00000505615.1,4,2,4,5,2,1
ENST00000507663.1,0,0,0,0,0,0
ENST00000517052.1,0,0,0,0,0,0
ENST00000661965.1,0,6,1,0,2,4
ENST00000653332.1,0,61,0,0,0,0
ENST00000514696.1,0,1,0,0,0,0
ENST00000509406.5,0,1,0,0,0,0
ENST00000693101.1,0,0,0,0,0,0
ENST00000666514.1,0,5,0,0,0,0
ENST00000296591.10,660,2147,212,343,142,339
ENST00000380138.3,600,1736,60,0,0,314
ENST00000510271.1,10,20,6,0,0,0
ENST00000670929.1,1,9,19,0,33,63
ENST00000515688.6,6,13,0,0,0,0
ENST00000661098.1,51,100,0,0,0,0
ENST00000507060.5,7,1,0,0,0,0
ENST00000502253.2,30,75,7,0,0,9
ENST00000654215.1,100,348,0,14,0,0
ENST00000469685.3,10,10,7,8,6,7
ENST00000507387.1,1,7,0,1,0,1
ENST00000624021.1,3,2,1,0,0,5
ENST00000486625.1,90,73,24,68,35,99
ENST00000513124.1,0,0,0,0,0,0
ENST00000511472.5,625,236,275,618,248,402
ENST00000247655.4,9627,7203,3554,7770,3638,8105
ENST00000505430.5,12,0,0,0,0,0
ENST00000509578.1,3508,5867,550,405,1226,428
ENST00000515763.1,281,467,0,56,122,50
ENST00000510447.1,50,14,48,45,27,44
ENST00000637229.1,1,0,1,1,1,1
MSTRG.32307.1,2,10,28,7,5,31
ENST00000274376.11,0,0,0,0,0,0
ENST00000384721.1,0,0,2,4,5,0
MSTRG.32316.7,0,0,0,0,0,239
ENST00000513499.5,0,0,5,2,1,5
ENST00000363592.1,0,0,0,0,0,0
MSTRG.32313.1,2846,2488,775,1046,1668,3511
ENST00000515800.6,12,40,162,32,70,26
MSTRG.32313.4,216,1514,671,1332,0,0
ENST00000456692.6,3,0,4,2,5,3
ENST00000512763.5,4,6,0,0,10,65
ENST00000506290.1,3,0,0,0,4,0
ENST00000489622.3,5,2,13,0,3,3
ENST00000645953.1,48,4,170,144,75,0
ENST00000509953.1,2,2,12,11,20,2
ENST00000646883.1,4,3,1,0,0,6
ENST00000607486.1,9,24,48,10,28,2
ENST00000505587.5,179,151,251,117,128,221
ENST00000510921.5,4,5,4,0,9,10
ENST00000508855.5,205,211,409,201,99,273
ENST00000256897.9,392,1049,22,208,128,117
ENST00000504878.1,394,287,96,210,111,82
ENST00000511207.5,1,1,1,2,0,1
ENST00000504115.1,11,6,20,19,11,99
ENST00000510020.5,16,0,11,0,17,33
ENST00000505230.1,17,3,49,9,29,12
ENST00000644559.1,3,12,12,12,2,11
ENST00000659578.1,0,0,0,0,0,0
ENST00000690871.1,0,0,0,0,0,0
ENST00000668454.1,5,0,0,0,0,13
ENST00000655360.1,9,16,4,0,2,57
ENST00000689020.1,2,0,1,0,0,0
ENST00000506536.5,0,0,0,0,3,7
ENST00000511218.5,0,0,0,0,0,0
ENST00000512429.5,0,0,5,0,0,3
ENST00000509387.5,0,0,1,0,1,1
ENST00000513487.5,0,0,0,0,0,0
ENST00000503194.1,0,1,0,0,0,0
ENST00000688087.1,0,0,0,0,0,0
ENST00000501869.7,0,0,0,0,0,5
ENST00000689901.2,0,0,0,0,0,0
ENST00000664347.1,0,22,0,0,29,15
ENST00000666577.1,0,7,0,0,0,0
ENST00000654762.1,0,14,0,0,0,11
ENST00000658094.1,0,0,0,0,0,0
ENST00000688118.2,0,2,0,5,0,4
ENST00000661627.1,0,10,11,0,0,5
ENST00000688523.1,0,3,0,0,0,0
ENST00000664546.1,0,0,0,0,0,0
ENST00000663490.1,0,1,0,0,0,0
ENST00000656903.1,0,2,54,1,0,16
ENST00000702628.1,0,7,0,0,0,0
ENST00000653918.1,0,0,0,0,0,0
ENST00000668471.1,0,0,0,0,0,0
ENST00000659093.1,0,0,1,0,1,0
ENST00000504636.2,0,4,0,0,0,15
ENST00000666808.1,0,6,0,0,14,0
ENST00000660783.1,0,29,0,28,0,7
ENST00000664462.1,0,0,0,0,0,0
ENST00000670030.1,0,9,0,0,0,0
ENST00000661351.1,0,0,0,0,0,0
ENST00000662970.2,0,3,0,0,0,3
ENST00000688398.1,0,3,0,0,0,0
ENST00000671394.1,0,6,0,0,0,0
ENST00000670873.1,0,0,0,0,0,0
ENST00000657972.3,0,7,0,34,7,0
ENST00000504769.5,0,0,0,0,0,0
ENST00000692797.1,0,0,0,0,0,0
ENST00000658611.1,0,0,0,0,0,0
ENST00000501715.6,0,0,0,0,0,0
ENST00000668037.2,0,0,0,0,0,0
ENST00000653898.1,0,0,0,0,0,0
ENST00000667139.1,0,0,0,0,0,0
ENST00000684909.1,0,0,0,0,0,0
ENST00000659938.1,0,0,0,0,0,20
ENST00000659215.1,0,1,0,0,0,0
ENST00000669465.1,0,0,0,0,0,0
ENST00000665926.1,0,0,0,0,0,0
ENST00000667511.1,0,0,0,0,0,0
ENST00000507736.2,0,0,0,0,0,0
ENST00000496733.6,0,0,0,0,0,0
ENST00000693402.1,0,0,0,0,0,0
ENST00000513694.2,0,0,0,0,0,0
ENST00000510087.6,0,0,0,0,0,0
ENST00000686930.2,0,0,0,0,0,0
ENST00000669796.1,0,9,0,17,7,8
ENST00000512724.5,0,0,0,0,0,0
ENST00000667127.1,0,0,0,0,0,0
ENST00000685962.1,0,2,0,0,0,0
ENST00000384400.1,0,0,0,0,0,0
ENST00000657491.1,0,5,0,1,0,2
ENST00000488297.2,0,0,3,1,0,0
ENST00000384231.1,0,0,2,0,0,0
ENST00000514065.1,0,0,1,0,0,0
ENST00000665319.2,0,0,3,0,0,0
ENST00000686847.1,0,0,0,0,0,0
ENST00000508015.1,0,1,0,0,0,0
ENST00000506041.2,0,0,1,0,0,0
ENST00000665517.1,0,0,0,0,0,0
ENST00000606189.1,0,0,2,0,0,0
ENST00000504034.2,0,0,0,0,0,0
ENST00000514135.5,9,5,15,41,0,0
MSTRG.32327.2,40,83,38,15,28,8
ENST00000296595.11,164,238,55,6,0,216
ENST00000511087.5,7,4,6,32,26,2
ENST00000510089.5,236,248,420,301,289,307
ENST00000515293.1,1,1,0,1,4,1
ENST00000507872.1,1,0,0,0,4,3
ENST00000503755.5,3,0,1,6,0,2
ENST00000515477.5,1,0,0,0,0,1
ENST00000503943.5,1,0,9,5,0,0
ENST00000504922.7,1,1,0,1,0,0
ENST00000661377.2,7,20,127,1,0,34
ENST00000658478.2,2,3,0,0,0,0
ENST00000513011.2,10,2,45,1,0,17
ENST00000669353.1,109,40,112,86,31,98
ENST00000663476.1,1,2,0,0,0,0
ENST00000659005.3,26,20,0,16,14,26
ENST00000655966.1,86,3,0,66,5,4
ENST00000670451.1,259,455,904,484,364,651
ENST00000656152.1,1,0,0,0,0,0
ENST00000506584.5,8,0,0,0,0,0
ENST00000657617.1,1,3,0,0,0,0
ENST00000668128.1,5,3,0,0,0,0
ENST00000653183.1,2,5,3,3,0,0
ENST00000656195.1,21,5,11,0,0,0
ENST00000505109.2,0,0,2,0,0,0
ENST00000658838.1,0,0,4,0,0,0
ENST00000652458.1,0,0,0,0,0,0
ENST00000668800.1,0,0,0,0,0,0
ENST00000512941.1,0,0,6,0,0,0
ENST00000666691.1,0,0,11,0,0,4
ENST00000584845.3,2,0,0,0,0,0
ENST00000506978.5,0,0,0,0,0,0
ENST00000662192.1,0,0,0,0,0,0
ENST00000669424.1,0,0,0,0,0,0
ENST00000670494.1,0,0,0,0,0,0
ENST00000664240.2,0,0,0,0,0,0
ENST00000662060.1,0,0,0,0,0,0
ENST00000665062.2,0,0,0,0,0,0
ENST00000665865.1,0,0,0,0,4,0
ENST00000668089.1,0,0,0,0,0,0
ENST00000656755.1,0,0,0,0,0,0
ENST00000666297.1,0,0,0,0,0,0
ENST00000689967.1,0,0,0,0,0,0
ENST00000513805.6,0,0,0,0,0,0
ENST00000701556.1,0,0,0,0,0,0
ENST00000687262.1,0,0,0,0,0,0
ENST00000509405.7,0,0,0,0,0,0
ENST00000700760.1,0,0,0,0,0,0
ENST00000508885.6,0,0,0,0,0,0
ENST00000701425.1,0,0,0,0,0,0
ENST00000506664.7,0,0,0,0,0,0
ENST00000702076.1,0,0,0,0,0,0
ENST00000692551.1,0,0,0,0,0,0
ENST00000659156.1,0,0,0,0,0,0
ENST00000506014.5,0,0,0,0,0,0
ENST00000502301.5,0,0,0,0,0,0
ENST00000509149.1,0,1,0,0,2,0
ENST00000663994.1,0,0,0,0,0,0
ENST00000500197.6,0,0,0,0,0,0
ENST00000505030.6,0,0,0,0,0,22
ENST00000511014.7,0,0,0,0,0,0
ENST00000666342.1,0,0,0,0,0,0
ENST00000509265.2,0,0,0,0,0,0
ENST00000663276.1,0,0,0,0,0,0
ENST00000666195.1,0,0,0,0,0,0
ENST00000658935.1,0,0,0,0,0,0
ENST00000661688.1,0,0,0,0,0,0
ENST00000509783.6,0,0,0,0,0,0
ENST00000515885.6,0,0,1,0,0,0
ENST00000662146.1,0,0,0,0,0,0
ENST00000513026.6,0,0,0,0,0,0
ENST00000504246.6,0,0,0,0,0,0
ENST00000384838.1,0,0,0,0,0,1
ENST00000513893.5,0,0,0,0,0,0
ENST00000671230.1,0,0,0,2,0,6
ENST00000702330.1,0,0,0,0,0,0
ENST00000657578.1,0,0,9,2,0,0
ENST00000659116.1,0,0,51,0,0,0
ENST00000686200.1,0,0,0,0,0,0
ENST00000510274.1,0,0,0,0,0,0
ENST00000655936.1,0,0,0,0,0,0
ENST00000652822.1,0,0,0,0,0,0
ENST00000691963.1,0,0,0,0,0,0
ENST00000661038.1,0,0,0,0,0,0
ENST00000692902.1,0,0,0,0,0,0
ENST00000663453.1,0,0,0,0,0,0
ENST00000653354.1,0,0,0,0,0,0
ENST00000659756.1,0,0,0,0,0,0
ENST00000666338.1,0,2,0,0,0,0
ENST00000508719.1,0,0,0,0,0,0
ENST00000511000.2,0,0,0,0,0,0
ENST00000504921.7,0,7,0,2,0,0
ENST00000340208.9,0,4,15,0,0,14
ENST00000424173.6,0,0,0,0,0,0
ENST00000707127.1,0,0,24,3,0,0
ENST00000637481.1,0,0,0,0,0,0
ENST00000625674.2,0,0,0,0,0,0
ENST00000437473.6,0,0,0,0,0,0
ENST00000514028.5,0,0,0,0,0,0
ENST00000625585.2,0,0,13,0,0,0
ENST00000510942.5,0,0,413,696,0,0
ENST00000506554.5,0,0,0,0,0,0
ENST00000637732.1,0,0,0,0,0,0
ENST00000514015.5,0,0,0,0,0,0
ENST00000629612.2,0,0,0,0,0,0
ENST00000636143.1,0,0,6,0,0,0
ENST00000636294.1,0,0,5,0,0,0
ENST00000627659.2,0,0,0,0,0,0
ENST00000508569.5,0,0,31,119,0,0
ENST00000627170.2,0,0,0,0,0,0
ENST00000627717.2,0,3,0,6,0,0
ENST00000503554.4,0,0,0,0,0,0
ENST00000626391.2,0,0,0,0,0,0
ENST00000628656.2,0,0,24,0,0,0
ENST00000510980.1,0,0,18,1,0,0
ENST00000515715.2,0,1,8,1,0,0
ENST00000513252.5,0,0,0,0,0,0
ENST00000506716.5,0,0,0,0,0,0
ENST00000637664.1,0,0,4,0,0,0
ENST00000631026.2,0,0,6,4,0,0
ENST00000502831.5,0,0,0,0,0,0
ENST00000507984.5,0,0,0,2,0,0
ENST00000502983.5,0,0,3,0,0,0
ENST00000508610.5,0,0,3,0,0,0
ENST00000636541.1,0,0,1,0,0,0
ENST00000637372.1,0,0,2,0,0,0
ENST00000636517.1,0,0,5,0,0,0
ENST00000503075.1,0,0,0,0,0,0
ENST00000637506.1,0,0,0,0,0,0
ENST00000637754.2,0,0,0,0,0,0
ENST00000637531.1,0,0,0,0,0,0
ENST00000511086.1,0,0,22,4,0,0
ENST00000635898.1,0,0,2,0,0,0
ENST00000515093.1,0,11,3,7,0,0
ENST00000509349.1,0,0,0,0,0,0
ENST00000636336.1,0,0,0,0,0,0
ENST00000637048.1,0,0,1,0,0,0
ENST00000637801.1,0,0,4,0,0,0
ENST00000629847.1,0,1,22,4,0,0
ENST00000637663.1,0,0,0,0,0,0
ENST00000636061.1,0,0,5,4,0,0
ENST00000511100.5,0,0,0,7,0,0
ENST00000688169.1,0,0,0,0,0,0
ENST00000685027.1,0,0,0,0,0,0
ENST00000702018.1,0,3,0,22,0,0
ENST00000700807.1,0,0,1,0,0,0
ENST00000514794.6,0,6,0,18,0,0
ENST00000512585.5,0,7,2,14,0,0
ENST00000635837.1,0,1,0,0,0,0
ENST00000503955.1,0,0,0,12,0,0
ENST00000637231.1,0,0,2,0,0,0
ENST00000636349.1,0,1,0,0,0,0
ENST00000637167.1,0,0,0,0,0,2
ENST00000686604.2,0,0,29,0,0,0
ENST00000702026.1,0,0,0,0,0,0
ENST00000513704.7,0,0,5,5,0,0
ENST00000688814.1,0,0,0,0,0,0
ENST00000701379.1,0,1,0,0,0,0
ENST00000701413.1,0,0,0,0,0,0
ENST00000508718.6,0,0,9,0,0,0
ENST00000514011.5,0,6,12,6,0,0
ENST00000514158.6,0,4,0,5,0,0
ENST00000509179.5,0,0,0,0,0,0
ENST00000684854.1,0,0,0,0,0,0
ENST00000691164.1,0,0,0,0,0,0
ENST00000514571.2,0,6,0,2,0,0
ENST00000689963.1,0,0,0,28,0,0
ENST00000701972.1,0,0,5,0,0,0
ENST00000690169.1,0,0,4,0,0,0
ENST00000691685.1,0,10,6,0,0,0
ENST00000702112.1,0,0,0,0,0,0
ENST00000685645.1,0,0,0,0,0,0
ENST00000514092.5,0,3,0,2,0,0
ENST00000702120.1,0,0,15,0,0,0
ENST00000700959.1,0,0,0,0,0,0
ENST00000511876.5,0,0,0,0,0,0
ENST00000687485.1,0,0,0,0,0,0
ENST00000506665.1,0,0,0,0,0,0
MSTRG.32359.1,0,1,2,29,0,0
ENST00000639552.1,0,0,4,1,0,0
MSTRG.32361.1,0,0,21,0,0,0
ENST00000508521.1,0,0,0,0,0,0
MSTRG.32362.1,0,0,14,0,0,0
ENST00000686965.1,0,0,0,0,0,0
ENST00000692568.1,0,0,3,0,0,0
ENST00000693054.1,0,0,0,0,0,0
ENST00000508742.1,0,0,0,0,0,0
MSTRG.32356.1,3,59,2195,3584,8,14
ENST00000636998.1,33,0,12,15,0,0
ENST00000509373.1,1,1,4,1,0,2
MSTRG.32357.1,3,4,12,39,0,0
ENST00000692315.1,2,4,13,5,0,2
ENST00000684894.1,2,2,11,1,0,0
MSTRG.32358.1,1,0,4,16,0,0
MSTRG.32360.1,3,3,7,12,5,0
ENST00000658685.1,0,0,0,0,0,0
ENST00000524094.2,0,0,0,0,0,0
ENST00000518436.5,0,0,0,1,0,0
ENST00000667644.1,0,0,1,0,0,0
MSTRG.32322.1,0,1,0,4,3,13
ENST00000664570.1,0,0,0,0,0,0
ENST00000660853.1,0,0,0,0,0,0
ENST00000519336.1,0,0,0,0,0,0
ENST00000669667.1,0,0,0,0,0,0
MSTRG.32319.1,7,0,0,35,0,0
MSTRG.32319.2,9,29,8,8,5,46
MSTRG.32320.1,4,17,2,0,10,25
ENST00000670522.1,2,6,5,2,0,15
ENST00000505712.5,1,1,0,0,0,5
ENST00000546238.2,0,0,0,0,0,0
ENST00000624106.1,26,11,13,16,26,27
ENST00000522864.5,0,0,1,0,0,0
ENST00000283122.8,302,765,166,715,328,462
MSTRG.32323.2,106,158,93,0,0,0
ENST00000522083.5,32,690,7,16,9,578
ENST00000518458.1,422,0,0,0,0,0
ENST00000522565.5,114,138,129,131,45,560
ENST00000522842.1,5,22,4,4,4,15
MSTRG.32335.5,0,8,177,128,202,70
ENST00000514284.5,0,0,0,0,0,0
ENST00000503192.5,0,0,0,0,0,0
ENST00000629389.3,0,6,14,0,3,57
ENST00000701059.1,0,0,59,0,32,0
ENST00000630823.2,0,0,0,0,11,0
ENST00000656345.1,0,0,22,10,0,0
ENST00000664873.1,0,0,7,0,4,0
MSTRG.32337.1,0,0,1,0,22,0
MSTRG.32338.1,0,0,9,0,14,0
MSTRG.32339.1,0,2,1,0,1,16
MSTRG.32340.1,0,0,4,0,16,2
ENST00000664205.1,0,0,31,0,0,3
ENST00000505368.1,0,0,17,0,8,0
MSTRG.32335.1,72,0,718,1133,545,239
ENST00000265138.4,476,1260,1090,1984,1913,1049
MSTRG.32335.3,2,0,0,0,18,77
ENST00000511391.1,5,2,2,1,14,2
ENST00000505631.1,3,1,10,10,7,1
ENST00000508948.5,2,6,10,18,22,2
ENST00000507075.1,1,2,6,1,4,1
ENST00000625713.2,13,24,39,60,56,0
ENST00000690875.2,22,23,49,10,37,23
ENST00000661720.1,2,34,16,0,45,40
ENST00000651927.1,0,7,0,0,0,0
ENST00000502383.1,0,0,0,0,2,0
ENST00000514909.1,0,0,0,0,0,0
MSTRG.32343.1,6,18,0,0,0,1
ENST00000507217.5,0,0,0,0,0,0
ENST00000502934.1,0,11,0,0,0,0
ENST00000654730.1,0,0,0,0,0,0
ENST00000661841.1,0,0,0,0,0,0
ENST00000660177.1,0,0,0,0,0,0
ENST00000671434.1,0,0,0,0,0,0
ENST00000511323.3,0,0,0,0,0,0
ENST00000651096.1,0,2,0,0,0,0
ENST00000657025.1,0,0,0,0,0,0
ENST00000671235.1,0,0,0,0,0,0
ENST00000512210.5,0,0,0,4,8,0
MSTRG.32347.1,0,0,0,17,0,0
ENST00000513779.1,0,0,0,0,0,0
ENST00000512284.1,0,0,0,0,0,0
ENST00000512237.1,0,0,0,0,0,0
ENST00000513812.1,0,0,0,0,0,0
ENST00000503489.1,0,0,0,0,0,0
ENST00000503373.5,0,86,0,0,0,0
ENST00000509384.5,0,0,0,75,0,0
ENST00000508842.5,0,0,0,0,0,9
ENST00000405460.9,0,1146,1134,1321,922,1377
MSTRG.32395.7,0,1584,35,0,0,0
ENST00000639473.1,0,21,0,0,0,0
ENST00000450321.2,0,2,2,0,0,0
ENST00000639431.1,0,0,0,0,0,0
ENST00000640012.1,0,0,0,0,0,0
ENST00000640374.1,0,0,0,0,0,0
ENST00000509621.1,0,9,0,0,0,0
ENST00000425867.3,0,0,0,0,0,0
MSTRG.32395.27,0,0,0,34,0,0
ENST00000638585.1,0,0,0,0,0,0
ENST00000507314.2,0,3,0,0,2,1
ENST00000640061.1,0,0,0,0,0,0
ENST00000638990.1,0,3,1,0,0,3
ENST00000640815.1,0,0,6,0,0,0
ENST00000639821.1,0,7,0,15,0,0
MSTRG.32395.39,0,7,0,30,0,4
ENST00000503717.1,0,0,2,0,0,0
ENST00000639530.1,0,0,2,0,0,0
ENST00000640256.1,0,0,0,0,0,0
ENST00000650150.1,0,17,0,0,21,0
ENST00000649322.1,0,0,0,0,0,0
ENST00000648385.1,0,0,0,0,0,0
ENST00000647807.1,0,0,0,0,0,0
MSTRG.32397.7,0,0,0,11,0,0
ENST00000648822.1,0,0,12,0,0,0
ENST00000650098.1,0,0,0,0,0,0
ENST00000514239.1,0,0,0,0,0,0
ENST00000510153.1,0,0,0,0,0,0
ENST00000647759.1,0,0,0,0,0,0
ENST00000362773.1,0,0,0,0,0,0
ENST00000440769.3,0,0,0,10,0,3
ENST00000660900.2,0,0,6,6,0,7
ENST00000647761.1,0,0,0,18,0,0
ENST00000650067.1,0,0,10,0,0,0
ENST00000650321.1,0,0,0,0,0,0
ENST00000648751.2,0,0,0,0,0,0
ENST00000687742.1,0,0,0,0,0,0
ENST00000685632.1,0,0,0,0,0,0
ENST00000690504.1,0,0,2,0,0,0
ENST00000690915.1,0,0,0,0,0,0
ENST00000649702.1,0,0,10,7,17,0
ENST00000648597.1,0,0,0,0,0,0
ENST00000650100.1,0,0,0,0,0,0
ENST00000648636.1,0,0,0,0,0,0
ENST00000650583.1,0,0,2,0,0,0
ENST00000648199.1,0,0,0,0,0,0
ENST00000649405.1,0,0,0,0,0,0
ENST00000649969.1,0,0,0,0,0,0
ENST00000664701.1,0,0,0,0,0,0
ENST00000649392.2,0,0,0,0,0,0
ENST00000513492.6,0,0,0,0,0,0
ENST00000648137.2,0,0,0,0,0,0
ENST00000648310.1,0,0,0,0,0,0
ENST00000653155.1,0,0,0,0,0,0
ENST00000660484.1,0,0,0,0,0,0
ENST00000668775.1,0,0,0,0,0,0
ENST00000654784.1,0,0,0,0,0,0
ENST00000647745.1,0,0,0,0,0,0
ENST00000649424.1,0,0,0,0,0,0
ENST00000648439.1,0,0,0,0,0,0
ENST00000511918.6,0,0,0,0,0,0
ENST00000648457.1,0,0,0,1,0,0
