gene_id,SRR35049344,SRR35049350,SRR35049353,SRR35049354,SRR35049360,SRR35049363
ENSG00000241128|OR14A2,0,0,0,0,0,0
ENSG00000153230|OR14K1,0,0,0,0,0,0
ENSG00000221888|OR1C1,0,0,0,0,0,0
MSTRG.4417|ZNF496,1678,1466,1687,1553,2112,3170
MSTRG.4419|NLRP3,14,5,0,12,1,0
MSTRG.4419|ZNF496-DT,784,502,810,911,455,867
MSTRG.4422,1,0,2,0,2,2
MSTRG.4423|OR2B11,0,0,0,0,2,0
ENSG00000202079|Y_RNA,5,0,0,1,0,2
MSTRG.4416,5,0,4,0,0,0
MSTRG.4417,2190,1343,2545,1781,3115,2314
MSTRG.4418,244,253,202,138,303,250
MSTRG.4420,7,13,10,17,25,2
MSTRG.4421,52,60,43,23,62,52
ENSG00000189181|OR14I1,0,0,0,0,0,0
ENSG00000286015,0,0,0,0,0,0
ENSG00000293517,0,1,0,0,0,0
ENSG00000229703|LYPD9P,0,0,0,0,0,0
ENSG00000276520,0,0,0,0,0,0
ENSG00000307390,0,0,0,0,0,0
ENSG00000242529|AHCYP8,0,0,0,0,0,0
ENSG00000259823|LYPD8,0,0,0,0,0,0
ENSG00000229663|DPY19L4P1,0,0,0,0,0,0
MSTRG.4426|SH3BP5L,1393,1359,1448,1765,1529,1624
MSTRG.4427,11,2,10,11,9,12
MSTRG.4427|MIR3124,14,3,13,14,19,15
MSTRG.4430|PGBD2,346,423,376,328,210,399
MSTRG.4431|RNU6-1205P,0,0,0,0,0,0
MSTRG.4432,4,0,0,0,0,0
MSTRG.4433,2,0,0,2,0,0
MSTRG.4432|RPL23AP25,24,38,12,28,50,13
MSTRG.4428|ZNF672,1520,798,1742,1808,1121,2267
MSTRG.4429|ZNF692,228,159,195,57,292,91
MSTRG.4429,82,548,122,257,75,382
ENSG00000227237|ZNF692-DT,0,0,0,0,0,0
MSTRG.4437,20,0,0,0,0,0
ENSG00000295340,3,5,0,3,0,2
ENSG00000260370,0,0,0,0,0,0
MSTRG.4438,3,2,1,22,1,3
MSTRG.4434|TUBB8,26,0,9,68,36,65
MSTRG.4435,0,0,0,17,1,1
MSTRG.4436,2,0,1,2,14,7
MSTRG.4439|ZMYND11,4042,758,1950,4073,1546,1728
MSTRG.4439,0,632,0,0,0,0
MSTRG.4440,23,0,2,4,2,8
MSTRG.4441,10,0,7,24,0,3
MSTRG.4442|DDX20P1,8,15,6,4,7,4
MSTRG.4443|RNA5SP297,3,3,0,3,0,2
MSTRG.4453,12,5,4,25,5,3
MSTRG.4454,24,8,5,28,12,4
MSTRG.4444|DIP2C,1803,1019,713,1982,1487,651
MSTRG.4445|RNA5SP298,0,0,0,0,0,0
MSTRG.4447,0,0,0,0,0,0
MSTRG.4449|DIP2C-AS2,7,18,9,10,5,0
MSTRG.4451|MIR5699,0,0,0,0,0,0
MSTRG.4452|DIP2C-AS1,95,66,21,110,47,11
MSTRG.4446|RN7SL754P,4,2,0,2,0,2
MSTRG.4448,10,21,0,6,0,0
MSTRG.4450,5,3,0,0,0,0
MSTRG.4455|LARP4B,4893,2658,4791,6992,3490,4361
MSTRG.4455,815,494,536,1544,262,391
MSTRG.4456,32,21,10,13,4,8
MSTRG.4457,28,31,25,21,10,28
ENSG00000227912,0,0,0,0,0,0
ENSG00000231326|LINC02662,0,0,0,0,0,0
ENSG00000298297,0,0,4,0,0,0
ENSG00000299835,0,0,0,0,0,0
ENSG00000308946,0,0,0,0,0,0
ENSG00000287560,14,0,0,28,0,32
ENSG00000236968,0,0,0,0,0,0
MSTRG.4458|LARP4B-DT,0,0,3,21,3,3
MSTRG.4459,128,142,104,250,135,232
MSTRG.4460|GTPBP4,1708,1473,4244,1836,1698,1874
MSTRG.4461|IDI2,0,0,0,0,0,0
MSTRG.4462|IDI2-AS1,100,317,58,50,152,107
MSTRG.4463,541,425,560,388,827,614
MSTRG.4463|IDI1,1729,3813,2731,1612,3407,2638
MSTRG.4464|WDR37,1167,691,646,1286,371,652
MSTRG.4464,0,0,0,0,363,0
MSTRG.4465,0,0,0,0,0,0
MSTRG.4464|LINC00200,2,0,0,0,0,0
MSTRG.4466|ADARB2,106,31,79,87,34,77
MSTRG.4467,0,4,0,0,0,4
MSTRG.4469,0,4,0,0,0,0
MSTRG.4471,0,2436,15,0,662,15
MSTRG.4473|ADARB2-AS1,0,0,0,0,0,0
MSTRG.4468,71,2,2,2,8,8
MSTRG.4470,4,0,0,0,0,0
MSTRG.4472,1,4,0,0,4,0
ENSG00000296170,0,0,0,0,0,0
ENSG00000302083,0,0,0,0,0,0
ENSG00000286610,4,0,0,0,3,0
ENSG00000302066,0,0,0,0,0,0
ENSG00000289882,0,0,0,0,0,0
ENSG00000233321|LINC02669,4,0,1,8,0,0
ENSG00000302130,0,0,0,0,0,0
ENSG00000302116,0,0,0,0,0,0
ENSG00000302097,0,0,0,0,0,0
MSTRG.4474,0,0,0,0,0,0
MSTRG.4475|PFKP-DT,24,12,17,8,14,50
MSTRG.4476,0,0,0,0,0,0
MSTRG.4477|PFKP,1002,657,4159,1035,766,2146
MSTRG.4477,406,506,409,1902,1466,1002
MSTRG.4478,0,0,7,0,0,0
MSTRG.4479|PITRM1,1010,1159,1626,1802,1337,1041
MSTRG.4477|PITRM1-AS1,0,29,16,9,27,30
MSTRG.4479,306,18,538,101,132,76
ENSG00000307524,5,0,0,0,0,0
ENSG00000287175,8,0,0,0,0,0
MSTRG.4482,0,0,0,0,0,0
MSTRG.4484,0,0,0,0,0,0
MSTRG.4483,26,75,4,12,99,8
ENSG00000303836,0,0,0,0,0,0
ENSG00000303862,0,0,0,0,0,0
ENSG00000226005|LINC02660,0,4,0,0,2,0
ENSG00000309009,0,0,0,0,0,0
ENSG00000309028,0,0,0,0,0,0
ENSG00000309046,0,0,0,0,0,0
ENSG00000307724,0,0,0,0,0,0
ENSG00000295679,0,0,0,0,0,0
ENSG00000224382|LINC00703,10,0,0,0,0,0
ENSG00000233117|LINC00702,8,0,0,0,0,0
ENSG00000309509,0,0,0,0,0,0
ENSG00000309529,0,0,0,0,0,0
MSTRG.4480|KLF6,3897,3546,1356,4223,3897,1206
MSTRG.4480,48,114,17,67,78,39
MSTRG.4481,42,46,10,30,21,12
ENSG00000304836,0,10,0,2,0,3
MSTRG.4495|AKR1C1,144,35,22,148,42,53
MSTRG.4496|AKR1C2,111,8,13,77,0,11
MSTRG.4497,1,0,0,0,0,0
MSTRG.4498|U8,0,0,0,0,0,0
ENSG00000198610|AKR1C4,0,8,0,0,0,0
ENSG00000228291|ARL4AP3,0,0,0,0,0,0
ENSG00000287848,0,0,0,0,0,0
MSTRG.4499|AKR1C3,0,324,31,29,148,72
MSTRG.4500,0,0,0,0,0,0
MSTRG.4501,0,0,0,0,0,0
MSTRG.4502|U8,0,0,0,0,0,0
MSTRG.4485|MANCR,0,0,0,0,0,0
MSTRG.4486,0,0,0,0,0,0
MSTRG.4487|LINC00705,0,0,0,0,0,0
MSTRG.4488,0,0,0,0,0,0
MSTRG.4489,0,0,0,0,0,0
MSTRG.4490,0,0,0,0,0,0
MSTRG.4491,0,0,0,0,0,0
MSTRG.4492|AKR1E2,85,200,89,73,276,130
MSTRG.4492,8,4,0,68,44,5
MSTRG.4493,0,6,0,0,6,0
MSTRG.4493|AKR1C6P,0,0,0,0,0,0
MSTRG.4494,4,0,0,0,0,0
ENSG00000205488|CALML3-AS1,2,0,0,0,0,0
ENSG00000178363|CALML3,0,2,0,0,0,0
ENSG00000256462,0,0,0,0,0,0
ENSG00000300250,0,0,0,2,0,0
ENSG00000287566,0,0,0,4,0,0
ENSG00000242147|LASTR,7,0,0,0,0,0
ENSG00000308058,0,0,0,0,0,0
ENSG00000308038,0,0,0,0,0,0
ENSG00000228685,0,0,0,0,0,0
ENSG00000240577|RN7SL445P,2,0,0,0,0,0
MSTRG.4508|ASB13,569,137,750,712,363,1046
MSTRG.4503|NET1,1903,2616,3534,2316,3292,3182
MSTRG.4504,107,52,36,200,42,37
MSTRG.4505,0,4,0,14,4,0
MSTRG.4506,0,7,2,0,4,16
MSTRG.4507,0,0,0,0,0,0
MSTRG.4515|RPL12P28,0,0,0,0,0,0
MSTRG.4515|ANKRD16,253,104,259,249,170,187
MSTRG.4515,63,57,30,51,69,141
MSTRG.4509|TASOR2,2729,1324,3232,551,1953,479
MSTRG.4510,9,15,10,0,0,14
MSTRG.4511|GDI2,10847,7514,15251,11387,11892,10047
MSTRG.4509,81,698,2157,2192,56,2248
MSTRG.4511,17,524,1524,46,608,2230
MSTRG.4512|NRBF2P5,49,51,39,33,45,27
MSTRG.4513,3,11,31,9,6,19
MSTRG.4514,10,15,10,14,15,18
MSTRG.4516|FBH1,1982,1196,2053,932,1683,1410
MSTRG.4516,85,814,141,1585,43,836
MSTRG.4517,7,57,35,27,31,45
MSTRG.4517|IL15RA,4,21,11,0,0,38
MSTRG.4518,0,0,0,0,0,0
ENSG00000309520,3,0,0,0,0,0
ENSG00000309490,0,0,0,0,0,0
ENSG00000309505,0,0,0,0,0,0
ENSG00000309556,0,0,0,0,0,0
ENSG00000309541,0,0,0,0,0,0
MSTRG.4519|RBM17,2632,2184,3645,1930,1902,3124
MSTRG.4520|PFKFB3,1085,932,1428,1224,855,1455
MSTRG.4521|RN7SKP78,0,7,0,0,0,0
MSTRG.4522|MIR3155A,0,0,0,0,0,0
MSTRG.4523|MIR3155B,0,0,0,0,0,0
MSTRG.4524|PFKFB3-AS1,6,8,2,7,7,7
MSTRG.4525|Y_RNA,0,1,1,0,0,0
MSTRG.4539|LINC02648,0,0,0,0,0,0
MSTRG.4540,0,24,109,0,14,235
MSTRG.4541,0,31,117,0,51,307
MSTRG.4542,0,5,21,0,26,44
MSTRG.4527,0,3,0,0,0,2
MSTRG.4528,0,0,0,0,0,0
MSTRG.4529|LINC02649,25,13,9,33,22,11
MSTRG.4530,0,0,0,0,0,0
MSTRG.4531|SDCBPP1,0,0,0,0,0,0
MSTRG.4532,0,0,0,0,0,0
MSTRG.4533,0,2,0,0,0,7
MSTRG.4534,0,0,0,9,0,0
MSTRG.4536|PRKCQ,114,192,567,234,819,19
MSTRG.4536,0,0,3,0,10,636
MSTRG.4537,5,2,0,0,0,2
MSTRG.4538|PRKCQ-AS1,138,130,455,161,296,1079
MSTRG.4529|LINC02656,6,9,0,10,11,0
MSTRG.4535,2,0,2,0,0,0
MSTRG.4538,8,0,68,7,46,148
ENSG00000308504,8,2,0,0,0,0
MSTRG.4543|LINP1,10,82,1455,23,76,2620
MSTRG.4544,0,0,0,0,0,0
MSTRG.4545,0,0,0,0,0,0
MSTRG.4546|LINC00706,0,2,0,0,0,0
MSTRG.4547,3,206,6655,0,171,11986
MSTRG.4543,0,95,655,0,36,1186
MSTRG.4548,25,16,30,5,16,32
MSTRG.4549,0,0,0,0,0,0
MSTRG.4550,0,0,0,0,0,0
MSTRG.4551,0,0,0,0,0,0
MSTRG.4552|LINC02665,0,0,0,0,0,0
MSTRG.4553|SFMBT2,718,239,221,655,168,252
MSTRG.4554|COX6CP17,0,0,0,0,0,0
MSTRG.4555,0,2,0,0,0,0
MSTRG.4558|ITIH5,2181,716,129,373,301,76
ENSG00000306499,0,0,0,0,0,0
ENSG00000289897,0,0,0,0,0,0
ENSG00000225053|PRPF38AP1,1,2,2,1,0,3
ENSG00000304440,0,0,0,0,0,0
ENSG00000213771|KRT8P37,6,3,2,2,10,5
ENSG00000303941,0,0,0,0,0,0
MSTRG.4570,28,13,22,89,62,29
MSTRG.4559|ITIH2,87,23,21,206,23,17
MSTRG.4560|KIN,604,586,669,393,485,481
MSTRG.4560,6,9,24,107,20,118
MSTRG.4561|ATP5F1C,3077,2683,4753,2162,4057,4296
MSTRG.4562,8,15,12,15,21,15
MSTRG.4563|TAF3,620,580,749,525,447,503
MSTRG.4565|GATA3-AS1,6,3,3,15,19,3
MSTRG.4566,0,0,0,0,0,0
MSTRG.4567,0,0,0,0,0,0
MSTRG.4568|GATA3,78,77,25,292,202,0
MSTRG.4569,0,0,0,0,0,0
MSTRG.4561,2,4,10,1152,2,14
MSTRG.4564,4,2,0,2,0,0
MSTRG.4571|SFTA1P,4,0,138,26,0,33
MSTRG.4572|CELF2,2015,2123,103,1351,3390,185
MSTRG.4573,0,0,0,0,0,0
MSTRG.4574|LINC00710,0,0,0,0,0,0
MSTRG.4575,0,0,0,0,0,0
MSTRG.4576,0,0,0,0,0,0
MSTRG.4578,0,11,2,0,0,0
MSTRG.4579|CELF2-AS2,26,31,8,6,25,0
MSTRG.4580|CELF2-AS3,0,0,0,0,0,0
MSTRG.4584|CELF2-AS1,103,147,28,119,231,40
MSTRG.4572,1567,1378,2423,2736,1093,974
MSTRG.4577,7,11,0,0,0,0
MSTRG.4581,3,2,2,6,1,0
MSTRG.4582,5,8,0,0,3,6
MSTRG.4583,12,17,0,0,11,0
MSTRG.4589|ECHDC3,102,128,111,223,246,349
MSTRG.4585,24,6,4,0,0,17
MSTRG.4587|USP6NL,2350,1191,1906,2280,1367,2373
MSTRG.4588|USP6NL-AS1,0,2,0,3,4,0
MSTRG.4586,54,7,28,16,6,30
MSTRG.4587,2,1,0,120,0,1
MSTRG.4591|PROSER2-AS1,13,78,5,0,17,0
MSTRG.4590|PROSER2,353,1377,208,781,1310,271
MSTRG.4590,67,0,0,0,0,0
MSTRG.4592|UPF2,1474,1549,2485,1296,996,1034
MSTRG.4593|RNU6-1095P,0,0,0,0,5,5
ENSG00000304640,0,0,0,0,0,0
MSTRG.4603|CAMK1D,443,281,267,586,217,276
MSTRG.4606,0,0,0,0,0,0
MSTRG.4607|RNU6ATAC39P,0,0,0,0,0,0
MSTRG.4609|MIR4480,0,0,0,0,0,0
MSTRG.4610|MIR4481,0,0,0,0,0,0
MSTRG.4611|MIR548Q,0,0,0,0,0,0
MSTRG.4604,2,2,8,0,0,0
MSTRG.4605,14,3,4,9,0,12
MSTRG.4608,2,2,0,0,0,0
ENSG00000228330,4,5,0,0,0,0
ENSG00000203414|BTBD7P1,4,1,0,1,0,1
MSTRG.4594,0,0,4,0,0,0
MSTRG.4595,0,0,0,0,0,745
MSTRG.4595|DHTKD1,2173,2301,2968,1917,4072,1732
MSTRG.4598|SEC61A2,781,783,830,387,580,583
MSTRG.4599|MIR548AK,0,1,0,0,1,0
MSTRG.4600|NUDT5,1293,1002,1055,302,178,602
MSTRG.4600,710,842,1887,1756,2136,2280
MSTRG.4601|CDC123,762,2742,4211,1225,1833,5260
MSTRG.4602,27,78,57,21,44,84
MSTRG.4596|RNU6-88P,4,6,2,5,9,4
MSTRG.4597,14,28,30,16,43,25
MSTRG.4598,276,148,0,392,0,11
MSTRG.4601,1191,0,1821,853,490,0
MSTRG.4612,0,16,0,0,0,0
MSTRG.4613|CCDC3,43,757,65,85,34,230
MSTRG.4614|RNA5SP300,0,0,0,0,0,0
MSTRG.4615|RPL5P25,0,0,0,0,0,0
MSTRG.4613,0,0,0,15,3,9
MSTRG.4617|OPTN,1485,2542,517,1625,2119,755
MSTRG.4618,0,0,0,0,0,0
MSTRG.4619|SNRPGP5,0,3,0,0,1,0
MSTRG.4617,0,18,0,687,28,0
MSTRG.4620,0,0,0,0,0,0
MSTRG.4616,2,1,0,25,0,2
ENSG00000286514,0,0,0,0,0,0
MSTRG.4621|MCM10,770,364,2994,428,353,1735
MSTRG.4622,21,0,172,117,13,460
MSTRG.4624|UCMA,0,0,2,0,0,2
MSTRG.4625,0,0,0,0,0,0
MSTRG.4622|PHYH,623,325,267,1020,649,125
ENSG00000226209|RBISP1,0,1,0,0,0,0
MSTRG.4629|SEPHS1,993,2756,15403,1087,1713,18369
MSTRG.4623|RNU6-6P,19,21,17,20,35,18
MSTRG.4626,5,0,0,0,0,8
MSTRG.4627,2,7,0,4,0,6
MSTRG.4628,6,53,104,14,46,117
MSTRG.4629,3374,2827,13895,2500,3063,14570
MSTRG.4630,43,39,119,26,9,127
MSTRG.4631,26,16,48,26,13,58
MSTRG.4632|BEND7,400,4,20,383,0,195
MSTRG.4632,656,84,244,240,87,163
MSTRG.4634|BEND7-DT,0,0,0,0,0,1
MSTRG.4633|Y_RNA,3,0,0,1,0,0
MSTRG.4635|PRPF18,1137,813,740,741,664,598
MSTRG.4636|RPL6P24,0,4,10,2,4,0
MSTRG.4637,2646,943,1546,1624,294,905
MSTRG.4637|FRMD4A,287,89,88,373,468,67
MSTRG.4639,22,0,7,55,8,10
MSTRG.4639|RNA5SP301,0,0,1,0,0,0
MSTRG.4640|NUTF2P5,0,4,0,0,0,0
MSTRG.4643,0,0,0,0,0,0
MSTRG.4644|MIR4293,0,0,0,0,0,0
MSTRG.4645|Metazoa_SRP,0,0,0,0,0,0
MSTRG.4646|MIR1265,0,0,0,0,0,0
MSTRG.4638,4,2,4,5,2,2
MSTRG.4639|FRMD4A-AS1,4,0,2,0,1,3
MSTRG.4641|FRMD4A-AS2,4,0,0,0,0,0
MSTRG.4642,26,0,0,3,0,0
ENSG00000293746,0,0,0,0,0,0
MSTRG.4647|FAM107B,4631,1703,2380,2454,999,2392
MSTRG.4647,0,0,0,3497,0,0
MSTRG.4648,0,0,0,0,0,0
MSTRG.4649,0,0,0,0,0,0
MSTRG.4650|RNA5SP302,0,0,0,0,0,0
MSTRG.4651|RPSAP7,0,0,0,0,0,0
ENSG00000228547|OR7E26P,0,0,1,0,0,0
ENSG00000299781,0,1,1,3,0,0
ENSG00000182531|OR7E115P,0,0,0,0,0,0
ENSG00000152463|OLAH,0,4,5,0,0,0
ENSG00000299798,0,0,0,0,0,0
ENSG00000237470|DCLRE1CP1,1,0,0,0,0,0
MSTRG.4652|CDNF,93,31,38,85,45,26
MSTRG.4654|SUV39H2-DT,32,35,37,24,24,93
MSTRG.4655|SUV39H2,14,1116,22,1021,6,614
MSTRG.4656|DCLRE1C,1212,1088,754,1104,609,715
MSTRG.4656,1,0,0,0,1,0
MSTRG.4657|MEIG1,26,8,4,0,0,2
MSTRG.4658|OR7E110P,0,0,0,0,0,0
MSTRG.4652,10,34,10,25,0,15
MSTRG.4653|MSANTD7,1684,1223,2105,1529,867,1907
MSTRG.4653|HSPA14,500,515,1033,388,547,792
MSTRG.4655,1851,294,2630,8,882,1775
MSTRG.4659|ACBD7,991,483,351,486,304,791
MSTRG.4661|RPP38,260,141,520,279,326,310
MSTRG.4662|NMT2,1184,290,689,1020,674,796
MSTRG.4662,0,148,0,0,6,10
MSTRG.4663|PPIAP30,0,8,0,3,2,3
ENSG00000228312|GAPDHP45,3,4,2,0,0,0
MSTRG.4660|RPP38-DT,20,6,11,33,8,14
MSTRG.4661,210,210,40,191,98,212
ENSG00000077943|ITGA8,0,0,0,0,0,0
MSTRG.4664,0,0,0,0,0,0
MSTRG.4665,2,0,0,0,0,0
MSTRG.4666,0,0,0,0,0,0
MSTRG.4667,4,13,9,22,0,36
MSTRG.4668|FAM171A1,3334,1812,2779,1671,750,3321
MSTRG.4668,357,190,779,1879,603,0
MSTRG.4669,18,5,0,6,0,6
MSTRG.4670|MINDY3,1183,1469,821,1232,1259,681
MSTRG.4671,0,5,3,0,4,3
MSTRG.4677|PTER,400,275,574,762,359,610
MSTRG.4678|RNU2-18P,0,2,0,0,0,0
MSTRG.4680,6,0,5,21,0,9
MSTRG.4681,0,0,3,0,0,0
MSTRG.4682|RSU1,1285,1067,2251,1357,1026,1206
MSTRG.4683,0,0,1,0,2,2
MSTRG.4684,0,1,0,2,0,0
MSTRG.4679|C1QL3,15,19,16,47,0,34
MSTRG.4685|CUBN,308,146,4,100,92,0
MSTRG.4686,7,0,0,1,0,2
MSTRG.4687,0,0,24,2,2,5
MSTRG.4689,0,0,0,0,0,0
MSTRG.4688,3,4,0,4,0,0
MSTRG.4691,28,0,0,6,0,0
MSTRG.4690|TRDMT1,1176,257,491,576,382,724
MSTRG.4690,7,23,1,1,1,1
MSTRG.4695|PRPF38AP2,3,0,12,0,0,2
MSTRG.4698|STAM-DT,57,39,60,72,42,195
ENSG00000148488|ST8SIA6,25,82,35,119,89,34
ENSG00000303005,0,0,0,0,0,0
ENSG00000204832|ST8SIA6-AS1,5,10,4,6,2,6
ENSG00000251803|Y_RNA,0,0,0,0,0,0
MSTRG.4696|HACD1,237,815,417,379,607,353
ENSG00000148483|TMEM236,24,6,14,98,0,3
MSTRG.4699|STAM,88,374,154,808,295,414
MSTRG.4699,3414,4557,3143,1526,1971,2843
MSTRG.4700,10,7,10,0,8,13
ENSG00000260314|MRC1,4,8,0,23,9,0
ENSG00000207938|MIR511,0,0,0,0,0,0
ENSG00000235637,0,0,0,0,0,0
MSTRG.4692|VIM-AS1,152,91,73,158,46,67
MSTRG.4693|VIM,70017,9753,20622,25614,8820,7082
MSTRG.4694,158,26,42,86,21,15
MSTRG.4701|CACNB2,274,154,327,362,70,247
MSTRG.4703|CACNB2-AS2,12,3,15,7,12,7
MSTRG.4705|CACNB2-AS1,10,13,16,3,0,10
MSTRG.4705,318,76,191,405,235,201
MSTRG.4705|NSUN6,374,296,347,118,32,273
MSTRG.4702,14,4,0,0,1,0
MSTRG.4704,3,0,5,2,0,16
MSTRG.4706,12,6,0,0,7,15
MSTRG.4707|ARL5B,8785,5811,7322,7231,6763,7769
ENSG00000228339|AMD1P1,0,5,0,0,0,2
MSTRG.4714,0,44,12,2,22,30
MSTRG.4715,0,0,4,0,2,0
MSTRG.4716|MIR4675,0,0,0,0,0,0
MSTRG.4717,0,0,0,0,0,0
MSTRG.4708,16,5,21,20,14,46
MSTRG.4709|PLXDC2,3493,628,1485,2948,631,1059
MSTRG.4710,0,0,0,0,0,0
MSTRG.4711|PLXDC2-AS1,0,0,0,0,2,0
MSTRG.4712,24,18,0,3,0,4
MSTRG.4713,0,13,17,0,21,44
MSTRG.4730,0,0,0,0,0,0
MSTRG.4731|RNU6-15P,8,7,7,8,19,6
ENSG00000308054,0,9,0,0,14,16
MSTRG.4718,4,1851,58,1811,3377,29
MSTRG.4718|NEBL,2831,298,567,293,198,878
MSTRG.4719|MTND1P21,0,2,0,2,1,0
MSTRG.4720,0,0,1,0,0,0
MSTRG.4721,0,0,0,0,0,2
MSTRG.4723,0,0,0,0,0,0
MSTRG.4724,2,0,0,2,0,4
MSTRG.4726|NEBL-AS1,26,6,0,18,4,15
MSTRG.4727,0,0,0,0,0,0
MSTRG.4728|LUZP4P1,0,0,0,0,1,2
MSTRG.4729,0,21,4,0,32,5
MSTRG.4722|EIF4BP2,7,4,3,2,11,4
MSTRG.4723|NPM1P30,2,4,0,0,0,0
MSTRG.4725,2,2,0,2,2,0
ENSG00000304441,0,0,0,0,0,0
ENSG00000305161,0,0,0,0,0,0
ENSG00000278650,0,0,0,0,0,0
ENSG00000273566|Metazoa_SRP,0,0,0,0,0,0
ENSG00000199222|Y_RNA,0,0,0,0,0,0
MSTRG.4732,774,1363,136,196,2526,183
MSTRG.4733,0,0,0,0,0,0
MSTRG.4732|MIR1915HG,1235,694,266,720,1005,570
MSTRG.4732|MIR1915,1,1,1,1,1,1
ENSG00000302642,7,0,0,0,0,4
ENSG00000227462|PSME2P6,0,0,0,0,0,0
ENSG00000286832,0,0,0,0,0,0
ENSG00000303647,26,0,0,4,0,3
ENSG00000303668,4,0,0,3,1,0
ENSG00000279631,23,4,6,17,8,6
MSTRG.4745|DNAJC1,625,406,315,869,582,299
MSTRG.4747,0,4,1,0,0,6
MSTRG.4744,20,3,1,0,0,2
MSTRG.4746|RN7SKP219,4,0,3,0,0,0
MSTRG.4748|RN7SKP37,1,0,0,0,0,0
MSTRG.4734,2110,1817,199,1422,2799,566
MSTRG.4734|SKIDA1,0,0,0,0,12,70
MSTRG.4735,1583,1450,1506,1853,1916,1928
MSTRG.4737,0,0,2,0,0,0
MSTRG.4735|MLLT10,1039,1423,303,165,866,634
MSTRG.4741,24,5,11,10,8,8
MSTRG.4736,40,64,13,41,55,57
MSTRG.4738|RNU6-306P,2,0,0,1,0,0
MSTRG.4739|HNRNPRP1,46,40,29,30,11,21
MSTRG.4740|RNU6-1141P,2,0,2,3,2,5
MSTRG.4742,37,42,8,18,25,4
MSTRG.4743,16,1,0,0,0,0
ENSG00000272516,0,0,0,0,0,0
ENSG00000294259,0,0,0,0,0,0
ENSG00000271981,6,6,0,0,0,0
ENSG00000272366,2,1,0,0,0,0
MSTRG.4749|COMMD3,384,148,12,566,182,97
MSTRG.4749|COMMD3-BMI1,0,0,0,0,0,0
MSTRG.4749|BMI1,2186,596,298,1804,745,457
MSTRG.4749,101,0,43,0,8,0
MSTRG.4750|SPAG6,885,8,0,73,40,0
MSTRG.4753,32,0,0,41,2,0
MSTRG.4750,176,0,0,214,0,0
MSTRG.4751,8,0,0,11,0,0
MSTRG.4752,211,18,9,249,8,17
MSTRG.4754|PIP4K2A,1781,362,1550,1285,442,2095
MSTRG.4755,0,0,2,0,4,0
MSTRG.4756|PIP4K2A,1,0,3,9,2,0
MSTRG.4757,6,5,3,0,3,1
MSTRG.4764,9,6,18,21,23,12
MSTRG.4758|ARMC3,378,4,17,64,2,4
MSTRG.4759,29,0,0,4,0,2
MSTRG.4761|RNA5SP304,0,0,0,0,0,0
MSTRG.4762|MSRB2,807,602,307,940,879,628
MSTRG.4758,275,0,0,13,0,0
MSTRG.4760,23,0,0,22,0,0
MSTRG.4763|YWHAZP3,149,163,263,149,171,149
ENSG00000179133|C10orf67,12,0,0,0,0,0
ENSG00000224215|C10orf67-AS1,3,4,4,6,0,1
ENSG00000302478,0,0,0,0,0,0
ENSG00000264574,0,0,0,0,0,0
ENSG00000227537,1,0,0,0,0,0
MSTRG.4765,1,3,4,7,6,5
MSTRG.4767,0,0,0,0,0,0
MSTRG.4766|OTUD1,694,443,271,641,423,467
MSTRG.4768|KIAA1217,866,290,451,2216,18,196
MSTRG.4770|MIR603,0,1,0,1,1,0
MSTRG.4769|NUP35P1,1,1,0,0,0,0
MSTRG.4768,1221,195,818,1134,483,634
MSTRG.4771,6,0,7,0,0,6
MSTRG.4772,8,6,0,11,0,10
MSTRG.4773,41,12,18,37,3,18
MSTRG.4776|ARHGAP21,5411,2478,1138,3846,2850,1982
MSTRG.4776,89,70,1880,416,0,182
MSTRG.4777|RNA5SP305,0,0,0,0,1,0
MSTRG.4774,3,0,0,0,0,0
MSTRG.4775,1,11,8,0,2,2
MSTRG.4778,14,22,0,2,20,4
MSTRG.4790,1,2,3,0,1,25
MSTRG.4791,1,16,118,0,14,335
MSTRG.4797|GAD2,17,9,13,319,0,11
MSTRG.4798,0,0,0,0,0,0
MSTRG.4779,0,0,0,16,0,2
MSTRG.4780|PRTFDC1,877,65,569,627,179,548
MSTRG.4781,0,0,0,0,0,4
MSTRG.4782,0,0,0,0,0,0
MSTRG.4783,7,14,6,0,11,11
MSTRG.4784|ENKUR,755,8,5,44,7,6
MSTRG.4783|THNSL1,473,179,325,607,356,280
MSTRG.4785,0,0,0,0,0,0
MSTRG.4783|LINC01516,0,0,0,0,0,4
MSTRG.4786|GPR158-AS1,0,0,0,0,0,0
MSTRG.4788,0,0,0,0,0,0
MSTRG.4789|RN7SKP220,0,0,0,0,0,0
MSTRG.4787|GPR158,20,104,16,7,2,20
MSTRG.4780|RN7SKP241,2,3,2,5,5,1
MSTRG.4792,0,0,0,0,0,0
MSTRG.4793|RNA5SP306,0,0,0,0,0,0
MSTRG.4794|RNU6-632P,0,0,0,0,0,0
MSTRG.4795,0,25,0,3,10,0
MSTRG.4796|MYO3A,134,907,169,290,955,269
MSTRG.4796,0,8,0,2,22,0
ENSG00000290706|FAM238C,53,0,0,16,0,0
ENSG00000283709|FAM238C,0,0,0,0,0,0
ENSG00000306360,0,0,0,0,0,0
MSTRG.4815,17,0,9,0,21,4
MSTRG.4799,0,0,0,0,0,0
MSTRG.4799|LINC03028,0,0,0,0,0,0
